ticket_id,employee_name,issue_description,status,exact_error_code,created_at,priority,resolution_notes
TKT-347284,Joseph Williams,My subscription was cancelled without my request and I need clarification.,Closed,Refund Request,2022-09-17,P2,The issue was escalated to engineering and resolved in the latest patch.
TKT-337332,Mary Jones,I would like to request a refund for the recent charge.,In Progress,Data Sync Issue,2023-06-07,P3,Payment gateway timeout issue fixed and monitoring implemented.
TKT-268889,Richard Johnson,Two-factor authentication codes are not being delivered to my phone.,Closed,Performance Issue,2023-03-06,P3,The issue was escalated to engineering and resolved in the latest patch.
TKT-244438,Thomas Brown,Two-factor authentication codes are not being delivered to my phone.,In Progress,Account Suspension,2022-01-12,P2,Provided step-by-step troubleshooting instructions and issue resolved.
TKT-327892,Jessica Jackson,I am experiencing very slow performance while using the dashboard.,Closed,Feature Request,2023-10-16,P2,We have reset the account credentials and advised the customer to retry login.
TKT-240446,Elizabeth Hernandez,I am experiencing very slow performance while using the dashboard.,Pending Customer,Login Issue,2024-05-10,P2,Provided step-by-step troubleshooting instructions and issue resolved.
TKT-240714,Elizabeth Wilson,I am unable to access my account after entering the correct credentials.,In Progress,Login Issue,2024-05-18,P2,Explained billing breakdown and clarified applicable charges.
TKT-313843,Susan Wilson,I am experiencing very slow performance while using the dashboard.,In Progress,Performance Issue,2023-06-21,P1,Bug logged internally and workaround shared with the customer.
TKT-389524,Linda Taylor,The system is not syncing data across devices properly.,Open,Bug Report,2024-10-09,P4,Bug logged internally and workaround shared with the customer.
TKT-213260,Jennifer Jackson,I am unable to access my account after entering the correct credentials.,Open,Performance Issue,2022-04-24,P4,Bug logged internally and workaround shared with the customer.
TKT-366908,Jessica Martin,I am unable to access my account after entering the correct credentials.,Pending Customer,Bug Report,2022-10-05,P2,The duplicate charge was reversed and refund processed within 3-5 business days.
TKT-261300,James Jones,Two-factor authentication codes are not being delivered to my phone.,Closed,Feature Request,2023-08-03,P1,Payment gateway timeout issue fixed and monitoring implemented.
TKT-240745,Elizabeth Hernandez,There seems to be a discrepancy in my billing statement for this month.,Pending Customer,Refund Request,2024-08-18,P1,Provided step-by-step troubleshooting instructions and issue resolved.
TKT-311630,Sarah Taylor,I would like to request a refund for the recent charge.,Open,Security Concern,2024-05-02,P3,Payment gateway timeout issue fixed and monitoring implemented.
TKT-232529,James Miller,I am experiencing very slow performance while using the dashboard.,Pending Customer,Performance Issue,2023-01-05,P4,We have reset the account credentials and advised the customer to retry login.
TKT-314171,John Jackson,There seems to be a discrepancy in my billing statement for this month.,In Progress,Refund Request,2022-05-09,P1,Data synchronization restored after backend service restart.
TKT-396097,Robert Taylor,The system is not syncing data across devices properly.,In Progress,Account Suspension,2023-02-13,P4,The issue was escalated to engineering and resolved in the latest patch.
TKT-321764,Richard Lopez,I would like to request a refund for the recent charge.,Closed,Refund Request,2023-11-29,P2,The issue was escalated to engineering and resolved in the latest patch.
TKT-312853,Robert Taylor,I am unable to access my account after entering the correct credentials.,In Progress,Login Issue,2022-07-08,P3,Data synchronization restored after backend service restart.
TKT-307945,Michael Johnson,Two-factor authentication codes are not being delivered to my phone.,Resolved,Feature Request,2023-02-01,P3,Subscription status corrected and confirmation email sent to customer.
TKT-368696,Mary Wilson,I am unable to access my account after entering the correct credentials.,Closed,Security Concern,2022-08-17,P2,The duplicate charge was reversed and refund processed within 3-5 business days.
TKT-333218,Joseph Wilson,I am experiencing very slow performance while using the dashboard.,Resolved,Security Concern,2022-02-06,P2,Payment gateway timeout issue fixed and monitoring implemented.
TKT-357844,Karen Martin,The application crashes whenever I try to upload a file.,Closed,Account Suspension,2024-09-12,P1,The duplicate charge was reversed and refund processed within 3-5 business days.
TKT-259437,David Gonzalez,The payment was deducted from my bank account but the transaction shows failed.,Open,Feature Request,2024-02-05,P4,Explained billing breakdown and clarified applicable charges.
TKT-204860,Jessica Gonzalez,There seems to be a discrepancy in my billing statement for this month.,Resolved,Security Concern,2024-08-25,P4,Security settings updated and customer notified of precautionary measures.
TKT-267141,John Thomas,I would like to request a refund for the recent charge.,Closed,Payment Problem,2023-07-09,P4,Payment gateway timeout issue fixed and monitoring implemented.
TKT-289803,Patricia Jackson,My subscription was cancelled without my request and I need clarification.,Closed,Login Issue,2022-11-07,P4,The duplicate charge was reversed and refund processed within 3-5 business days.
TKT-240209,James Anderson,I found a bug in the latest update affecting report generation.,Open,Login Issue,2022-10-31,P4,Payment gateway timeout issue fixed and monitoring implemented.
TKT-382598,Jennifer Brown,The system is not syncing data across devices properly.,Pending Customer,Login Issue,2024-07-17,P4,The issue was escalated to engineering and resolved in the latest patch.
TKT-296808,Sarah Gonzalez,I am unable to access my account after entering the correct credentials.,Pending Customer,Account Suspension,2023-06-18,P4,Bug logged internally and workaround shared with the customer.
TKT-260210,Michael Wilson,I found a bug in the latest update affecting report generation.,Resolved,Subscription Cancellation,2024-12-08,P4,Provided step-by-step troubleshooting instructions and issue resolved.
TKT-372247,Jennifer Smith,The application crashes whenever I try to upload a file.,Open,Login Issue,2022-10-19,P3,Subscription status corrected and confirmation email sent to customer.
TKT-392876,Mary Brown,The system is not syncing data across devices properly.,Open,Payment Problem,2022-09-19,P4,Data synchronization restored after backend service restart.
TKT-338406,Thomas Martin,I am unable to access my account after entering the correct credentials.,In Progress,Bug Report,2024-09-29,P1,We have reset the account credentials and advised the customer to retry login.
TKT-380309,David Martinez,I am experiencing very slow performance while using the dashboard.,In Progress,Performance Issue,2024-02-16,P3,Security settings updated and customer notified of precautionary measures.
TKT-385449,Jennifer Jackson,My subscription was cancelled without my request and I need clarification.,Pending Customer,Performance Issue,2023-12-12,P4,Payment gateway timeout issue fixed and monitoring implemented.
TKT-213090,David Rodriguez,I would like to request a refund for the recent charge.,In Progress,Feature Request,2022-08-24,P2,Payment gateway timeout issue fixed and monitoring implemented.
TKT-344251,Charles Jones,I am unable to access my account after entering the correct credentials.,Pending Customer,Bug Report,2022-10-02,P1,Security settings updated and customer notified of precautionary measures.
TKT-344410,Mary Hernandez,Two-factor authentication codes are not being delivered to my phone.,Pending Customer,Security Concern,2023-11-15,P4,We have reset the account credentials and advised the customer to retry login.
TKT-217472,Robert Anderson,There seems to be a discrepancy in my billing statement for this month.,Closed,Account Suspension,2022-08-22,P2,Payment gateway timeout issue fixed and monitoring implemented.
TKT-375019,James Hernandez,There seems to be a discrepancy in my billing statement for this month.,Closed,Refund Request,2023-12-07,P1,Subscription status corrected and confirmation email sent to customer.
TKT-320915,Barbara Moore,I am unable to access my account after entering the correct credentials.,In Progress,Subscription Cancellation,2023-05-30,P1,Explained billing breakdown and clarified applicable charges.
TKT-293634,Charles Taylor,I found a bug in the latest update affecting report generation.,In Progress,Bug Report,2023-02-25,P4,We have reset the account credentials and advised the customer to retry login.
